Community Board Complaints  6/1/2015 to 6/30/2015,,,,,,,,,,,
Complaint Number,Status,Date Entered,Address,Bin,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
4622904,ACTIVE,6/25/2015,48-53 44 STREET,4052968,402,,45,QNS.,,,
4622905,ACTIVE,6/25/2015,58-55 80 STREET,4066678,405,,5,QNS.,,,
4622906,ACTIVE,6/25/2015,1821 HARMAN STREET,4081897,405,,5,QNS.,,,
4622907,CLOSED,6/25/2015,12-08 30 DRIVE,4005729,401,,2E,BEST,6/25/2015,P6,6/25/2015
4622908,ACTIVE,6/25/2015,39-12 MAIN STREET,4112311,407,,4B,SEP,6/29/2015,C1,6/26/2015
4622909,ACTIVE,6/25/2015,143-26 253 STREET,4315069,413,,45,QNS.,,,
4622910,ACTIVE,6/25/2015,23-16 31 AVENUE,4006651,401,,15,QNS.,,,
4622911,CLOSED,6/25/2015,139-07,9999994,4,,45,QNS.,6/30/2015,K1,6/30/2015
4622912,ACTIVE,6/25/2015,157-30 25 DRIVE,4110105,407,,4B,SEP,,,
4622913,CLOSED,6/25/2015,1-26 BEACH 98 STREET,4462905,414,,4B,SEP,6/29/2015,I2,6/26/2015
4622914,CLOSED,6/25/2015,20-12 MOTT AVENUE,4458300,414,,4B,SEP,6/29/2015,I2,6/26/2015
4622915,ACTIVE,6/25/2015,14-66 BEACH CHANNEL DRIVE,4449690,414,,4B,SEP,,,
4622916,CLOSED,6/25/2015,68-20 ROCKAWAY BEACH BOULEVARD,4541673,414,,4B,SEP,6/29/2015,I2,6/26/2015
4622917,CLOSED,6/25/2015,90-15 QUEENS BOULEVARD,4045999,404,,4B,SEP,6/29/2015,I2,6/26/2015
4622918,CLOSED,6/25/2015,80-28 COOPER AVENUE,4530758,405,,4B,SEP,6/29/2015,I2,6/26/2015
4622919,ACTIVE,6/25/2015,92-50 59 AVENUE,4546499,404,,4B,SEP,,,
4622920,ACTIVE,6/25/2015,92-50 59 AVENUE,4546499,404,,4B,SEP,,,
4622921,ACTIVE,6/25/2015,90-15 QUEENS BOULEVARD,4045999,404,,4B,SEP,,,
4622922,ACTIVE,6/25/2015,84-31 55 ROAD,4065736,404,,4B,SEP,,,
4622923,CLOSED,6/25/2015,93-26 43 AVENUE,4039958,404,,2E,BEST,6/25/2015,P6,6/25/2015
4622924,CLOSED,6/25/2015,93-20 43 AVENUE,4039956,404,,2E,BEST,6/25/2015,P6,6/25/2015
4622925,CLOSED,6/25/2015,1879 LINDEN STREET,4081468,405,,5G,OBM,6/26/2015,A3,6/26/2015
4622926,CLOSED,6/25/2015,31-62 35 STREET,4008987,401,,65,PLUMB,6/29/2015,I2,6/29/2015
4622927,ACTIVE,6/25/2015,181 BEACH 25 STREET,4436074,414,,45,QNS.,,,
4622928,CLOSED,6/25/2015,26-13 23 AVENUE,4018269,401,,1Z,EXEC,6/30/2015,I2,6/26/2015
4622929,CLOSED,6/25/2015,  34 AVENUE,9999994,407,,5,QNS.,6/30/2015,K1,6/30/2015
4622930,ACTIVE,6/25/2015,107-18 122 STREET,4205592,410,,45,QNS.,,,
4622931,CLOSED,6/25/2015, 149 AVENUE,9999994,410,,5,QNS.,6/30/2015,K1,6/30/2015
4622932,ACTIVE,6/25/2015,40-16 150 STREET,4114040,407,,71,QNS.,,,
4622933,ACTIVE,6/25/2015,72-05 ASTORIA BOULEVARD,4021811,401,,5,QNS.,,,
4622934,ACTIVE,6/25/2015,151-60 11 AVENUE,4102900,407,,85,QNS.,,,
4622935,ACTIVE,6/25/2015,93-12 76 STREET,4184670,409,,5,QNS.,,,
4622936,ACTIVE,6/25/2015,21-24 CORNAGA AVENUE,4300158,414,,45,QNS.,,,
4622937,ACTIVE,6/25/2015,241-21 141 AVENUE,4288272,413,,45,QNS.,,,
4622938,ACTIVE,6/25/2015,126-33 144 STREET,4261937,412,,5,QNS.,,,
4622939,CLOSED,6/25/2015,  64 STREET,9999994,405,,35,QNS.,6/30/2015,K1,6/30/2015
4622940,ACTIVE,6/25/2015,106-25 49 AVENUE,4049116,404,,5,QNS.,,,
4622941,CLOSED,6/25/2015,150-32 NORTHERN BOULEVARD,4114069,407,,30,ERT,6/25/2015,A8,6/25/2015
4622942,ACTIVE,6/25/2015,35-12 154 STREET,4119162,407,,45,QNS.,,,
4622943,CLOSED,6/25/2015,1242-50 CENTRAL AVE,4842243,4,,29,QNS.,6/29/2015,K1,6/29/2015
4622944,ACTIVE,6/25/2015,121-20 149 AVENUE,4256997,410,,45,QNS.,,,
4622945,ACTIVE,6/25/2015,45-45 46 STREET,4001555,402,,5,QNS.,,,
4622946,ACTIVE,6/25/2015,177-05 145 DRIVE,4461892,413,,71,QNS.,,,
4622947,CLOSED,6/25/2015,190-25 WOODHULL AVENUE,4529897,412,,10,ERT,6/28/2015,I2,6/27/2015
4622948,CLOSED,6/25/2015,21-37 33 STREET,4442362,401,,65,PLUMB,6/30/2015,I2,6/30/2015
4622949,ACTIVE,6/25/2015,43-23 BELL BOULEVARD,4138358,411,,31,QNS.,,,
4622950,ACTIVE,6/25/2015,43-23 BELL BOULEVARD,4138358,411,,5,QNS.,,,
4622951,ACTIVE,6/25/2015,138-16 JAMAICA AVENUE,4213670,412,,35,QNS.,,,
4622952,ACTIVE,6/25/2015,158-41 84 STREET,4292881,410,,45,QNS.,,,
4622953,ACTIVE,6/25/2015,11-10 130 STREET,4097215,407,,45,QNS.,,,
4622954,ACTIVE,6/25/2015,138-16 JAMAICA AVENUE,4213670,412,,35,QNS.,,,
4622955,ACTIVE,6/25/2015,37-31 10 STREET,4541801,401,,45,QNS.,,,
4622956,ACTIVE,6/25/2015,147-22 VILLAGE ROAD,4530515,408,,5,QNS.,,,
4622957,ACTIVE,6/25/2015,177-05 145 DRIVE,4461892,413,,71,QNS.,,,
4622958,ACTIVE,6/25/2015,55-25 98 PLACE,4431637,404,,74,QNS.,,,
4622959,ACTIVE,6/25/2015,140-70 BURDEN CRESCENT,4207749,408,,45,QNS.,,,
4622960,CLOSED,6/25/2015,65-38 BOOTH STREET,4072608,406,,91,ERT,6/28/2015,I2,6/27/2015
4622961,ACTIVE,6/25/2015,87-02 75 STREET,4182867,409,,5,QNS.,,,
4622962,CLOSED,6/25/2015,DECOSTA AVENUE,9999994,414,,45,QNS.,6/30/2015,K1,6/30/2015
4622963,ACTIVE,6/25/2015,37-60 88 STREET,4036272,403,,74,QNS.,,,
4622964,CLOSED,6/25/2015,34-57 72 STREET,4028911,403,,30,ERT,6/28/2015,I2,6/27/2015
4622965,ACTIVE,6/25/2015,181 B 25 STREET,4436074,414,,45,QNS.,,,
4622966,ACTIVE,6/25/2015,72-11 CALAMUS AVENUE,4056605,402,,45,QNS.,,,
4622967,CLOSED,6/25/2015,COURT SQUARE,9999994,402,,55,QNS.,6/30/2015,K1,6/30/2015
4622971,ACTIVE,6/26/2015,108-47 46 AVENUE,4049433,404,,31,QNS.,,,
4622972,ACTIVE,6/26/2015,115-10 120 STREET,4251972,410,,45,QNS.,,,
4622973,ACTIVE,6/26/2015,30-37 LINDEN PLACE,4314699,407,,45,QNS.,,,
4622974,ACTIVE,6/26/2015,149-44 CHERRY AVENUE,4122013,407,,45,QNS.,,,
4622975,ACTIVE,6/26/2015,143-50 BEECH AVENUE,4117206,407,,45,QNS.,,,
4622976,ACTIVE,6/26/2015,143-49 BEECH AVENUE,4314757,407,,45,QNS.,,,
4622977,CLOSED,6/26/2015,194-07 LINDEN BOULEVARD,4238342,412,,30,ERT,7/1/2015,A8,7/1/2015
4622978,ACTIVE,6/26/2015,26-50 94 STREET,4032568,403,,45,QNS.,,,
4622979,ACTIVE,6/26/2015,26-50 94 STREET,4032568,403,,74,QNS.,,,
4622980,ACTIVE,6/26/2015,60-07 71 AVENUE,4084472,405,,35,QNS.,,,
4622981,ACTIVE,6/26/2015,101-48 LEFFERTS BOULEVARD,4200533,409,,5,QNS.,,,
4622982,ACTIVE,6/26/2015,78-09 LIBERTY AVENUE,4188749,409,,1Z,EXEC,,,
4622983,ACTIVE,6/26/2015,102-39 85 ROAD,4191518,409,,45,QNS.,,,
4622984,ACTIVE,6/26/2015,110-20 73 ROAD,4078806,406,,45,SPOPS,6/30/2015,E6,6/30/2015
4622985,ACTIVE,6/26/2015,110-20 73 ROAD,4078806,406,,55,QNS.,,,
4622986,ACTIVE,6/26/2015,148-37 60 AVENUE,4140830,407,,4A,SPOPS,,,
4622987,ACTIVE,6/26/2015,136-89 37 AVENUE,4584081,407,,45,QNS.,,,
4622988,ACTIVE,6/26/2015,202-24 HOLLIS AVENUE,4234246,412,,5,QNS.,,,
4622989,ACTIVE,6/26/2015,58-13 79 AVENUE,4086177,405,,35,QNS.,,,
4622990,ACTIVE,6/26/2015,94-26 212 PLACE,4226096,413,,83,QNS.,,,
4622991,ACTIVE,6/26/2015,350 GROSVENOR STREET,4168192,411,,5,QNS.,,,
4622992,ACTIVE,6/26/2015,211-44 94 ROAD,4596202,413,,5,QNS.,,,
4622993,ACTIVE,6/26/2015,130-47 124 STREET,4255280,410,,83,QNS.,,,
4622994,CLOSED,6/26/2015,30-80 42 STREET,4011307,401,,2B,QNS.,6/29/2015,I2,6/29/2015
4622995,CLOSED,6/26/2015,130-47 124 STREET,4255280,410,,91,INTDM,6/30/2015,I2,6/29/2015
4622996,CLOSED,6/26/2015,84-74 169 STREET,4210907,408,,1Z,EXEC,6/26/2015,C2,6/25/2015
4622997,CLOSED,6/26/2015,79-00 QUEENS BOULEVARD,4056461,404,,66,PLUMB,6/30/2015,I2,6/30/2015
4622998,CLOSED,6/26/2015,79-00 QUEENS BOULEVARD,4056461,404,,83,QNS.,6/30/2015,I2,6/30/2015
4622999,ACTIVE,6/26/2015,120-08 97 AVENUE,4199725,409,,45,QNS.,,,
4623000,CLOSED,6/26/2015,190-25 WOODHULL AVENUE,4529897,412,,30,ERT,6/29/2015,C2,6/28/2015
4623001,ACTIVE,6/26/2015,45-17 161 STREET,4123222,407,,45,QNS.,,,
4623002,CLOSED,6/26/2015,  63 STREET,9999994,402,,35,QNS.,6/30/2015,K1,6/30/2015
4623003,ACTIVE,6/26/2015,44-29 KISSENA BOULEVARD,4117219,407,,9,QNS.,,,
4623004,ACTIVE,6/26/2015,44-29 KISSENA BOULEVARD,4117219,407,,5,QNS.,,,
4623005,CLOSED,6/26/2015,41-02 FORLEY STREET,4037343,404,,1Z,EXEC,6/26/2015,I1,6/26/2015
4623007,CLOSED,6/26/2015,41-02 FORLEY STREET,4037343,404,,1Z,EXEC,6/26/2015,I1,6/26/2015
4623008,CLOSED,6/26/2015,39-32 215 PLACE,4137728,411,,14,EXCAV,6/30/2015,L3,6/26/2015
4623009,ACTIVE,6/26/2015,74-11 CALDWELL AVENUE,4433759,405,,15,QNS.,,,
4623010,CLOSED,6/26/2015,108-30 169 PLACE,4216658,412,,29,QNS.,6/30/2015,I2,6/29/2015
4623011,ACTIVE,6/26/2015,74-11 CALDWELL AVENUE,4433759,405,,35,QNS.,,,
4623012,ACTIVE,6/26/2015,47-37 UTOPIA PARKWAY,4126673,411,,45,QNS.,,,
4623013,ACTIVE,6/26/2015,32-47 107 STREET,4042219,403,,45,QNS.,,,
4623014,ACTIVE,6/26/2015,104-37 117 STREET,4204169,410,,15,QNS.,,,
4623015,CLOSED,6/26/2015,104-37 117 STREET,4204169,410,,59,ELCTR,7/1/2015,C2,6/30/2015
4623016,ACTIVE,6/26/2015,168-63 92 ROAD,4217412,412,,35,QNS.,,,
4623017,ACTIVE,6/26/2015,152-53 10 AVENUE,4103020,407,,73,QNS.,,,
4623018,CLOSED,6/26/2015,JAMAICA AVENUE,9999994,412,,5,QNS.,6/30/2015,K1,6/30/2015
4623019,ACTIVE,6/26/2015,20-30 146 STREET,4104836,407,,74,QNS.,,,
4623020,ACTIVE,6/26/2015,63-36 110 STREET,4051583,406,,54,QNS.,,,
4623021,ACTIVE,6/26/2015,181 BEACH 25 STREET,4436074,414,,45,QNS.,,,
4623022,CLOSED,6/26/2015,80-53 255 STREET,4177948,413,,65,PLUMB,7/1/2015,I2,6/30/2015
4623023,ACTIVE,6/26/2015,41-20 157 STREET,4120347,407,,45,QNS.,7/1/2015,C5,6/29/2015
4623024,ACTIVE,6/26/2015,131-35 FOWLER AVENUE,4583689,407,,5,QNS.,,,
4623025,ACTIVE,6/26/2015,223-39 112 ROAD,4241842,413,,5,QNS.,,,
4623026,CLOSED,6/26/2015,7-25 166 STREET,4104371,407,,4F,SCFLD,6/26/2015,A8,6/26/2015
4623027,ACTIVE,6/26/2015,101-50 121 STREET,4200628,409,,45,QNS.,,,
4623028,ACTIVE,6/26/2015,91-60 193 STREET,4231504,412,,63,ELEVR,,,
4623029,ACTIVE,6/26/2015,32-03 MURRAY LANE,4109160,407,,31,QNS.,,,
4623030,ACTIVE,6/26/2015,32-03 MURRAY LANE,4109160,407,,45,QNS.,,,
4623031,ACTIVE,6/26/2015,88-15 ST JAMES AVENUE,4039527,404,,45,QNS.,,,
4623032,ACTIVE,6/26/2015,89-21 169 STREET,4209732,412,,80,ELEVR,,,
4623033,ACTIVE,6/26/2015,96-23 ATLANTIC AVENUE,4186609,409,,45,QNS.,,,
4623034,ACTIVE,6/26/2015,110-27 107 STREET,4247854,410,,5,QNS.,,,
4623035,ACTIVE,6/26/2015,215-18 23 AVENUE,4132703,407,,35,QNS.,,,
4623036,ACTIVE,6/26/2015,88-15 SAINT JAMES AVENUE,4039527,404,,45,QNS.,,,
4623038,ACTIVE,6/26/2015,107-26 133 STREET,4533940,410,,45,QNS.,,,
4623039,ACTIVE,6/26/2015,34-13 98 STREET,4042987,403,,1Z,EXEC,,,
4623040,ACTIVE,6/26/2015,181 BEACH 25 STREET,4436074,414,,45,QNS.,,,
4623041,ACTIVE,6/26/2015,35-46 168 STREET,4119667,407,,45,QNS.,,,
4623042,ACTIVE,6/26/2015,164-21 71 AVENUE,4149830,408,,5,QNS.,,,
4623043,ACTIVE,6/26/2015,95-25 115 STREET,4198300,409,,71,QNS.,,,
4623044,ACTIVE,6/26/2015,91-22 182 PLACE,4211828,412,,45,QNS.,,,
4623045,ACTIVE,6/26/2015,168-32 LIBERTY AVENUE,4217763,412,,5,QNS.,,,
4623046,ACTIVE,6/26/2015,19-21 21 ROAD,4020288,401,,45,QNS.,,,
4623048,ACTIVE,6/26/2015,19-21 21 ROAD,4020288,401,,6,QNS.,,,
4623049,ACTIVE,6/26/2015,41-33 71 STREET,4030626,402,,45,QNS.,,,
4623050,ACTIVE,6/26/2015,147-19 84 AVENUE,4208625,408,,5,QNS.,,,
4623051,ACTIVE,6/26/2015,181 BEACH 25 STREET,4436074,414,,31,QNS.,,,
4623052,ACTIVE,6/26/2015,65-46 77 PLACE,4070834,405,,4B,SEP,,,
4623053,ACTIVE,6/26/2015,329 WYCKOFF AVENUE,4082321,405,,4B,SEP,,,
4623054,ACTIVE,6/26/2015,143-08 ROOSEVELT AVENUE,4113655,407,,63,ELEVR,,,
4623055,ACTIVE,6/26/2015,125-10 QUEENS BOULEVARD,4080169,409,,4B,SEP,,,
4623056,ACTIVE,6/26/2015,87-72 98 STREET,4184501,409,,4B,SEP,,,
4623057,ACTIVE,6/26/2015,132-10 JAMAICA AVENUE,4196343,409,IBZ,4B,SEP,,,
4623058,ACTIVE,6/26/2015,107-29 108 STREET,4203164,410,,45,QNS.,,,
4623059,ACTIVE,6/26/2015,37-12 JUNCTION BOULEVARD,4036657,403,,4B,SEP,,,
4623060,ACTIVE,6/26/2015,50-52 49 STREET,4053400,402,,4B,SEP,,,
4623061,ACTIVE,6/26/2015,46-44 VERNON BOULEVARD,4000044,402,,4B,SEP,,,
4623062,CLOSED,6/26/2015,37-33 74 STREET,4029819,403,,4B,SEP,7/1/2015,L3,6/29/2015
4623063,ACTIVE,6/26/2015,78-10 34 AVENUE,4029132,403,,4B,SEP,,,
4623064,ACTIVE,6/26/2015,4-74 48 AVENUE,4000019,402,,79,ERT,,,
4623065,CLOSED,6/26/2015,89-11 153 STREET,4208829,412,,23,SCFLD,7/1/2015,I2,7/1/2015
4623066,ACTIVE,6/26/2015,111-04 76 DRIVE,4079927,406,,45,QNS.,,,
4623067,ACTIVE,6/26/2015,40-25 MAIN STREET,4113544,407,,45,QNS.,,,
4623068,ACTIVE,6/26/2015,155-02 102 STREET,4294789,410,,5,QNS.,,,
4623069,ACTIVE,6/26/2015,118-24 203 STREET,4272188,412,,5,QNS.,,,
4623070,ACTIVE,6/26/2015,99-21 43 AVENUE,4040517,404,,45,QNS.,,,
4623071,ACTIVE,6/26/2015,155-02 102 STREET,4294789,410,,45,QNS.,,,
4623072,ACTIVE,6/26/2015,155-02 102 STREET,4294789,410,,5,QNS.,,,
4623073,ACTIVE,6/26/2015,82-60 ELIOT AVENUE,4067780,405,,15,QNS.,,,
4623074,ACTIVE,6/26/2015,68-55 EXETER STREET,4076557,406,,85,QNS.,,,
4623075,ACTIVE,6/26/2015,118-24 203 STREET,4272188,412,,71,QNS.,,,
4623076,ACTIVE,6/26/2015,32-30 70 STREET,4026290,403,,63,ELEVR,,,
4623077,CLOSED,6/26/2015,  84 STREET,9999994,405,,15,QNS.,6/30/2015,K1,6/30/2015
4623078,ACTIVE,6/26/2015,87-38 166 STREET,4210452,408,,6,QNS.,,,
4623079,CLOSED,6/26/2015,  78 STREET,9999994,403,,91,ERT,6/26/2015,F6,6/26/2015
4623080,ACTIVE,6/26/2015,70-03 60 STREET,4084424,405,,45,QNS.,,,
4623081,ACTIVE,6/26/2015,193-07 LINDEN BOULEVARD,4532727,412,,45,QNS.,,,
4623082,ACTIVE,6/26/2015,164-50 84 STREET,4294483,410,,5,QNS.,,,
4623083,CLOSED,6/26/2015,87-21 248 STREET,9999994,413,,74,QNS.,6/30/2015,K1,6/30/2015
4623084,ACTIVE,6/26/2015,406 BEACH 144 STREET,4306559,414,,15,QNS.,,,
4623085,CLOSED,6/26/2015,251-11 71 ROAD,4461821,413,,65,PLUMB,6/30/2015,I2,6/30/2015
4623087,CLOSED,6/26/2015,105-24 220 STREET,4240733,413,,29,QNS.,6/30/2015,I2,6/29/2015
4623088,ACTIVE,6/26/2015,51-71 GORSLINE STREET,4057085,404,,5,QNS.,,,
4623089,ACTIVE,6/26/2015,54-75 83 STREET,4066176,404,,35,QNS.,,,
4623090,ACTIVE,6/26/2015,54-77 83 STREET,4066160,404,,35,QNS.,,,
4623091,CLOSED,6/26/2015,JACKSON AVENUE,9999994,402,,4,ERT,6/26/2015,K1,6/26/2015
4623092,ACTIVE,6/26/2015,111-29 112 STREET,4250217,410,,45,QNS.,,,
4623093,CLOSED,6/26/2015,217-10 136 ROAD,4280078,413,,29,QNS.,6/30/2015,A6,6/29/2015
4623094,ACTIVE,6/26/2015,120-08 97 AVENUE,4199725,409,,71,QNS.,,,
4623095,ACTIVE,6/26/2015,160-30 77 AVENUE,4148069,408,,5,QNS.,,,
4623096,ACTIVE,6/26/2015,63-36 110 STREET,4051583,406,,45,QNS.,,,
4623097,ACTIVE,6/26/2015,41-11 40 STREET,4002388,402,,63,ELEVR,,,
4623098,ACTIVE,6/26/2015,63-36 110 STREET,4051583,406,,15,QNS.,,,
4623099,ACTIVE,6/26/2015,56-02 68 STREET,4055337,405,,5,QNS.,,,
4623100,ACTIVE,6/26/2015,81-10 135 STREET,4206530,408,,63,ELEVR,,,
4623101,ACTIVE,6/27/2015,95-20 112 STREET,4198000,409,,45,QNS.,,,
4623102,ACTIVE,6/27/2015,113-17 ATLANTIC AVENUE,4195673,409,,85,QNS.,,,
4623103,CLOSED,6/27/2015,17-85 215 STREET,4454650,407,,4F,SCFLD,6/27/2015,L1,6/26/2015
4623104,ACTIVE,6/27/2015,142-33 59 AVENUE,4140222,407,,45,QNS.,,,
4623105,ACTIVE,6/27/2015,144-13 85 AVENUE,4208036,408,,86,BEST,6/29/2015,D4,6/29/2015
4623106,ACTIVE,6/27/2015,25-42 83 STREET,4032088,403,,5,QNS.,,,
4623107,ACTIVE,6/27/2015,89-51 217 STREET,4228113,413,,31,QNS.,,,
4623108,CLOSED,6/27/2015,144-11 77 AVENUE,4144321,408,,4,ERT,6/28/2015,I2,6/27/2015
4623109,CLOSED,6/27/2015,81-43 264 STREET,4178662,413,,4,ERT,6/28/2015,I1,6/28/2015
4623110,ACTIVE,6/27/2015,25-42 83 STREET,4032088,403,,5,QNS.,,,
4623111,ACTIVE,6/27/2015,139-20 87 AVENUE,4207267,408,,5,QNS.,,,
4623112,CLOSED,6/27/2015,144-70 41 AVENUE,4114720,407,,37,ERT,6/28/2015,H1,6/27/2015
4623113,CLOSED,6/27/2015,144-70 41 AVENUE,4114720,407,,37,ERT,6/28/2015,H1,6/27/2015
4623114,ACTIVE,6/27/2015,24-05 88 STREET,4024147,403,,55,QNS.,,,
4623115,ACTIVE,6/27/2015,98 PARSONS BOULEVARD,4101353,407,,5,QNS.,,,
4623116,ACTIVE,6/27/2015,83-34 PARSONS BOULEVARD,4145766,408,,4,ERT,,,
4623117,ACTIVE,6/27/2015,128-30 148 STREET,4262794,412,,74,QNS.,,,
4623118,ACTIVE,6/27/2015,120-08 97 AVENUE,4199725,409,,45,QNS.,,,
4623119,ACTIVE,6/27/2015,120-08 97 AVENUE,4199725,409,,45,QNS.,,,
4623120,ACTIVE,6/27/2015,161-27 84 ROAD,4209544,408,,45,QNS.,,,
4623121,ACTIVE,6/27/2015,121-27 BENTON STREET,4273083,412,,45,QNS.,,,
4623122,CLOSED,6/27/2015,605 ONDERDONK AVENUE,4081451,405,,12,BEST,6/30/2015,I2,6/30/2015
4623123,ACTIVE,6/27/2015,101-56 118 STREET,4200488,409,,45,QNS.,,,
4623124,ACTIVE,6/27/2015,20-09 126 STREET,4099311,407,,5,QNS.,,,
4623125,ACTIVE,6/27/2015,163-02 SANFORD AVENUE,4534419,407,,35,QNS.,,,
4623126,ACTIVE,6/27/2015,1881 LINDEN STREET,4081467,405,,76,OBM,6/29/2015,E1,6/29/2015
4623127,ACTIVE,6/27/2015,117-15 103 AVENUE,4200491,409,,45,QNS.,,,
4623128,ACTIVE,6/27/2015,29-07 159 STREET,4110257,407,,45,QNS.,,,
4623129,ACTIVE,6/27/2015,91-36 193 STREET,4539043,412,,45,QNS.,,,
4623130,CLOSED,6/27/2015,116-41 134 STREET,9999994,410,,45,QNS.,6/30/2015,K1,6/30/2015
4623131,ACTIVE,6/27/2015,103-30 96 STREET,4189576,410,,45,QNS.,,,
4623132,ACTIVE,6/27/2015,41-59 71 STREET,4030615,402,,12,BEST,6/29/2015,D4,6/29/2015
4623133,CLOSED,6/27/2015,69-25 52 AVENUE,9999994,405,,45,QNS.,6/30/2015,K1,6/30/2015
4623134,ACTIVE,6/27/2015,181 BEACH 25 STREET,4436074,414,,45,QNS.,,,
4623135,ACTIVE,6/27/2015,85-34 ROCKAWAY BOULEVARD,4531305,409,,5,QNS.,,,
4623136,ACTIVE,6/27/2015,366 ONDERDONK AVENUE,4081704,405,,74,QNS.,,,
4623137,CLOSED,6/27/2015,160-06 20 AVENUE,9999994,407,,35,QNS.,6/30/2015,K1,6/30/2015
4623138,ACTIVE,6/27/2015,75-52 188 STREET,4155028,408,,5,QNS.,,,
4623139,ACTIVE,6/27/2015,84-35 85 DRIVE,4181603,409,,5,QNS.,,,
4623140,ACTIVE,6/27/2015,454 BEACH 143 STREET,4306540,414,,5,QNS.,,,
4623141,CLOSED,6/27/2015,146-26 20 ROAD,4104885,407,,30,ERT,6/29/2015,A8,6/29/2015
4623142,ACTIVE,6/27/2015,116-31 219 STREET,4244329,413,,5,QNS.,,,
4623143,ACTIVE,6/27/2015,84-25 164 STREET,4210803,408,,5,QNS.,,,
4623144,ACTIVE,6/27/2015,116-31 219 STREET,4244329,413,,83,QNS.,,,
4623145,ACTIVE,6/27/2015,33-38 PRINCE STREET,4111901,407,,35,QNS.,,,
4623146,ACTIVE,6/27/2015,141-30 185 STREET,4280819,412,,45,QNS.,,,
4623147,ACTIVE,6/27/2015,36-27 31 STREET,4007893,401,,5,QNS.,,,
4623148,CLOSED,6/27/2015,36-27 31 STREET,4007893,401,,4,ERT,6/29/2015,I1,6/29/2015
4623149,ACTIVE,6/27/2015,71-46 58 AVENUE,4308055,405,,55,QNS.,,,
4623150,ACTIVE,6/27/2015,104-04 FARMERS BOULEVARD,4220850,412,,45,QNS.,,,
4623151,ACTIVE,6/27/2015,134-23 120 AVENUE,4253139,410,,45,QNS.,,,
4623152,ACTIVE,6/27/2015,80-33 266 STREET,4178255,413,,65,PLUMB,6/29/2015,D2,6/29/2015
4623153,ACTIVE,6/27/2015,80-33 266 STREET,4178255,413,,45,QNS.,,,
4623154,ACTIVE,6/27/2015,108-47 46 AVENUE,4049433,404,,31,QNS.,,,
4623155,CLOSED,6/27/2015,34-36 80 STREET,4029140,403,,23,SCFLD,6/29/2015,A8,6/29/2015
4623156,ACTIVE,6/27/2015,30-67 33 STREET,4009013,401,,4,ERT,,,
4623157,ACTIVE,6/27/2015,30-67 33 STREET,4009013,401,,5,QNS.,,,
4623158,ACTIVE,6/27/2015,89-52 217 STREET,4228046,413,,55,QNS.,,,
4623159,ACTIVE,6/27/2015,69-18 58 ROAD,4062657,405,,55,QNS.,,,
4623160,ACTIVE,6/27/2015,108-20 62 DRIVE,4051519,406,,45,QNS.,,,
4623161,ACTIVE,6/28/2015,32-14 73 STREET,4026438,403,,31,QNS.,,,
4623162,ACTIVE,6/28/2015,146-51 182 STREET,4286017,413,,45,QNS.,,,
4623163,ACTIVE,6/28/2015,129-13 135 PLACE,4255714,410,,15,QNS.,,,
4623164,CLOSED,6/28/2015,  70 AVENUE,9999994,406,,4,ERT,6/29/2015,K1,6/29/2015
4623165,ACTIVE,6/28/2015,230-21 57 ROAD,4161959,411,,5,QNS.,,,
4623166,CLOSED,6/28/2015,230-21 57 ROAD,4161959,411,,59,ELCTR,7/1/2015,I2,6/30/2015
4623167,ACTIVE,6/28/2015,230-21 57 ROAD,4161959,411,,66,PLUMB,,,
4623168,ACTIVE,6/28/2015,257-10 UNION TURNPIKE,4531582,413,,45,QNS.,,,
4623169,ACTIVE,6/28/2015,230-20 57 AVENUE,4161949,411,,66,PLUMB,,,
4623170,ACTIVE,6/28/2015,41-80 FRAME PLACE,4115062,407,,31,QNS.,,,
4623171,CLOSED,6/28/2015,230-20 57 ROAD,9999994,411,,59,ELCTR,7/1/2015,K1,6/30/2015
4623172,ACTIVE,6/28/2015,DILLON STREET,9999994,412,,79,ERT,,,
4623173,ACTIVE,6/28/2015,31-69 41 STREET,4011167,401,,5,QNS.,,,
4623175,ACTIVE,6/28/2015,25-58 86 STREET,4032201,403,,45,QNS.,,,
4623176,CLOSED,6/28/2015,36-27 31 STREET,4007893,401,,86,ERT,6/29/2015,I1,6/29/2015
4623177,ACTIVE,6/28/2015,92-11 107 STREET,4195427,409,,55,QNS.,,,
4623178,CLOSED,6/28/2015,145-26 ARLINGTON TERRACE,4258055,412,,29,QNS.,6/30/2015,A6,6/29/2015
4623179,ACTIVE,6/28/2015,92-25 107 STREET,4195421,409,,55,QNS.,,,
4623181,ACTIVE,6/28/2015,110-18 LIBERTY AVENUE,4202410,410,,73,QNS.,,,
4623182,ACTIVE,6/28/2015,141-15 HOOVER AVENUE,4207937,408,,54,QNS.,,,
4623183,CLOSED,6/28/2015,130-35 129 STREET,9999994,410,,29,QNS.,7/1/2015,K1,7/1/2015
4623184,ACTIVE,6/28/2015,87-89 109 STREET,4194730,409,,45,QNS.,,,
4623185,ACTIVE,6/28/2015,87-82 109 STREET,4194657,409,,45,QNS.,,,
4623186,ACTIVE,6/28/2015,87-91 109 STREET,4194729,409,,45,QNS.,,,
4623187,ACTIVE,6/28/2015,87-81 109 STREET,4194734,409,,45,QNS.,,,
